City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
285,Meulaboh,ID,2022-04-16 04:14:45,4.1363,96.1285,85.3,68,79,3.2
286,Cap Malheureux,MU,2022-04-16 04:14:45,-19.9842,57.6142,76.46,85,77,8.01
287,Hobart,AU,2022-04-16 04:14:45,-42.8794,147.3294,68.02,60,75,9.22
288,Altenholz,DE,2022-04-16 04:14:46,54.4,10.1333,35.55,93,7,2.3
289,Parabel,RU,2022-04-16 04:14:46,58.6978,81.4825,48.92,78,74,11.43
290,Buenos Aires,AR,2022-04-16 04:13:26,-34.6132,-58.3772,62.94,88,0,12.66
291,Bulungu,CD,2022-04-16 04:14:46,-4.55,18.6,68.72,92,100,1.21
292,Kavieng,PG,2022-04-16 04:14:47,-2.5744,150.7967,83.93,73,26,6.55
293,Sao Joao Da Barra,BR,2022-04-16 04:12:23,-21.6403,-41.0511,69.8,64,97,12.19
294,Along,IN,2022-04-16 04:14:47,28.1667,94.7667,71.85,83,98,3.06
295,Wagar,SD,2022-04-16 04:14:47,16.1525,36.2032,80.65,50,26,6.6
296,Sydney,AU,2022-04-16 04:14:26,-33.8679,151.2073,78.58,70,40,9.22
297,Port Hardy,CA,2022-04-16 04:11:26,50.6996,-127.4199,40.84,69,42,6.62
298,Leua,SK,2022-04-16 04:14:48,48.2156,18.6071,48.49,84,67,12.97
299,Lamar,US,2022-04-16 04:14:48,33.6668,-95.5836,70.36,94,0,9.22
300,Farafangana,MG,2022-04-16 04:14:48,-22.8167,47.8333,76.15,85,70,6.6
301,Jishou,CN,2022-04-16 04:14:49,28.3167,109.7167,50.02,88,100,3.13
302,Barguzin,RU,2022-04-16 04:14:49,53.6167,109.6167,42.58,75,99,8.59
303,Richards Bay,ZA,2022-04-16 04:14:49,-28.783,32.0377,68.52,88,100,12.95
304,Burnie,AU,2022-04-16 04:14:50,-41.0667,145.9167,59.07,92,100,8.77
305,Bonavista,CA,2022-04-16 04:14:50,48.6499,-53.1147,33.3,84,87,13.0
306,Lorengau,PG,2022-04-16 04:14:50,-2.0226,147.2712,84.07,73,30,5.35
307,Austin,US,2022-04-16 04:11:41,30.2672,-97.7431,77.31,84,75,5.75
308,Valparaiso,CL,2022-04-16 04:12:37,-33.0393,-71.6273,57.47,70,0,2.3
309,Hofn,IS,2022-04-16 04:14:51,64.2539,-15.2082,45.01,98,100,1.95
310,Araouane,ML,2022-04-16 04:14:51,18.9048,-3.5265,73.83,13,1,13.94
311,Terney,RU,2022-04-16 04:14:51,45.0503,136.6092,46.38,61,49,9.13
312,Verkhoyansk,RU,2022-04-16 04:14:52,67.5447,133.385,16.68,68,99,3.38
313,Staryy Nadym,RU,2022-04-16 04:14:52,65.6118,72.6842,24.8,82,100,13.98
314,Villarrica,PY,2022-04-16 04:14:52,-25.75,-56.4333,52.36,89,0,3.98
315,Oum Hadjer,TD,2022-04-16 04:14:53,13.2954,19.6966,82.04,47,41,7.61
316,Lokosovo,RU,2022-04-16 04:14:53,61.1333,74.8167,48.18,76,100,11.41
317,Russkaya Polyana,UA,2022-04-16 04:14:53,49.417,31.9201,48.06,86,95,4.21
318,Ulundi,ZA,2022-04-16 04:14:54,-28.3352,31.4162,61.36,87,95,6.2
319,Hambantota,LK,2022-04-16 04:14:54,6.1241,81.1185,85.33,69,45,8.05
320,Muswellbrook,AU,2022-04-16 04:14:54,-32.2667,150.9,77.32,43,54,8.25
321,Ahipara,NZ,2022-04-16 04:15:55,-35.1667,173.1667,68.7,66,100,4.25
322,Russell,US,2022-04-16 04:13:17,32.3502,-85.1999,67.23,84,0,0.0
323,Launceston,AU,2022-04-16 04:15:55,-41.45,147.1667,65.84,68,75,10.36
324,Wangaratta,AU,2022-04-16 04:15:55,-36.3667,146.3333,81.46,35,0,5.75
325,Hami,CN,2022-04-16 04:15:56,42.8,93.45,51.58,24,84,6.73
326,Vanimo,PG,2022-04-16 04:15:56,-2.6741,141.3028,84.27,73,57,5.93
327,Mulatupo,PA,2022-04-16 04:15:56,8.9492,-77.7652,79.02,91,71,8.97
328,Whitehorse,CA,2022-04-16 04:15:57,60.7161,-135.0538,38.17,32,75,5.75
329,Honningsvag,NO,2022-04-16 04:15:57,70.9821,25.9704,37.15,70,100,6.91
330,Sri Aman,MY,2022-04-16 04:15:57,1.2376,111.4621,89.65,66,40,0.0
331,Grand Gaube,MU,2022-04-16 04:12:45,-20.0064,57.6608,76.37,85,81,8.01
332,Cabedelo,BR,2022-04-16 04:15:58,-6.9811,-34.8339,77.67,83,29,7.31
333,Santa Isabel Do Rio Negro,BR,2022-04-16 04:15:58,-0.4139,-65.0192,71.89,99,100,2.73
334,Gayeri,BF,2022-04-16 04:15:58,12.6497,0.4931,81.91,55,91,10.78
335,San Cristobal,VE,2022-04-16 04:15:58,7.7669,-72.225,71.78,84,99,2.68
336,Maturin,VE,2022-04-16 04:15:59,9.75,-63.1767,73.29,87,100,4.9
337,Inongo,CD,2022-04-16 04:15:59,-1.95,18.2667,70.65,92,99,1.9
338,Dunedin,NZ,2022-04-16 04:16:00,-45.8742,170.5036,60.8,35,1,21.0
339,Aktash,RU,2022-04-16 04:16:00,50.3,87.7333,34.79,35,5,4.25
340,Kholmy,UA,2022-04-16 04:16:00,51.871,32.6006,46.0,91,100,12.41
341,Boa Vista,BR,2022-04-16 04:16:00,2.8197,-60.6733,76.98,88,75,4.61
342,Anton Lizardo,MX,2022-04-16 04:16:01,19.05,-95.9833,80.22,94,10,3.11
343,Maraa,BR,2022-04-16 04:16:01,-1.8333,-65.3667,72.16,99,100,2.51
344,Yumen,CN,2022-04-16 04:11:29,40.2833,97.2,46.94,18,0,27.47
345,Prince Rupert,CA,2022-04-16 04:16:02,54.3161,-130.3201,44.29,48,0,5.75
346,Kadhan,PK,2022-04-16 04:16:02,24.481,68.9859,90.48,37,0,17.49
347,Vaxjo,SE,2022-04-16 04:16:02,56.8777,14.8091,29.57,100,37,0.0
348,Nargana,PA,2022-04-16 04:16:02,9.4428,-78.5906,80.37,85,90,13.73
349,Mbuji-Mayi,CD,2022-04-16 04:16:03,-6.15,23.6,68.65,98,100,1.21
350,Hohhot,CN,2022-04-16 04:12:00,40.8106,111.6522,56.05,18,0,4.7
351,Alice Springs,AU,2022-04-16 04:16:03,-23.7,133.8833,94.55,14,29,8.05
352,Mbandaka,CD,2022-04-16 04:16:03,0.0487,18.2603,70.12,95,97,0.96
353,Daoukro,CI,2022-04-16 04:16:04,7.0591,-3.9631,72.32,97,100,2.39
354,Praia Da Vitoria,PT,2022-04-16 04:16:03,38.7333,-27.0667,57.76,88,20,2.77
355,Sacama,EC,2022-04-16 04:16:04,-3.9,-79.2667,51.46,96,99,4.68
356,Tapes,BR,2022-04-16 04:16:04,-30.6733,-51.3958,62.92,65,89,6.58
357,Tabory,RU,2022-04-16 04:16:05,58.5198,64.5495,43.88,89,97,7.25
358,Shimoda,JP,2022-04-16 04:16:05,34.6667,138.95,57.56,83,100,12.71
359,Pisco,PE,2022-04-16 04:16:05,-13.7,-76.2167,64.45,82,0,5.75
360,Butaritari,KI,2022-04-16 04:11:26,3.0707,172.7902,81.81,73,55,10.67
361,Turbat,PK,2022-04-16 04:16:06,26.0023,63.044,87.21,33,31,2.28
362,Kiunga,PG,2022-04-16 04:16:06,-6.1219,141.2906,93.43,50,87,0.25
363,Dillon,US,2022-04-16 04:16:07,34.4166,-79.3712,59.11,69,85,5.44
364,Kuopio,FI,2022-04-16 04:12:18,62.8924,27.677,28.35,86,0,2.3
365,Morondava,MG,2022-04-16 04:16:07,-20.2833,44.2833,77.34,75,15,7.65
366,Kahului,US,2022-04-16 04:17:08,20.8947,-156.47,75.22,76,75,17.27
367,Leningradskiy,RU,2022-04-16 04:17:08,69.3833,178.4167,11.62,89,100,9.4
368,Aklavik,CA,2022-04-16 04:17:08,68.2191,-135.0107,0.5,92,97,5.79
369,Poronaysk,RU,2022-04-16 04:17:09,49.2167,143.1167,37.45,66,14,12.12
370,Warren,US,2022-04-16 04:15:26,39.4334,-84.1666,57.74,65,0,10.36
371,Beboto,TD,2022-04-16 04:17:09,8.2668,16.939,77.74,64,74,6.64
372,Sur,OM,2022-04-16 04:17:09,22.5667,59.5289,91.78,37,97,2.89
373,Epe,NG,2022-04-16 04:17:10,6.5841,3.9834,78.87,87,100,2.01
374,Khudumelapye,BW,2022-04-16 04:17:10,-23.8833,24.75,64.06,73,81,11.81
375,Jinchang,CN,2022-04-16 04:17:10,38.4953,102.1739,50.81,35,96,23.87
376,Faya,SA,2022-04-16 04:17:11,18.3851,42.4509,64.92,38,21,4.23
377,Salinas,US,2022-04-16 04:16:39,36.6777,-121.6555,54.41,71,0,5.75
378,Tytuvenai,LT,2022-04-16 04:17:11,55.6,23.2,31.91,85,9,12.44
379,Suicheng,CN,2022-04-16 04:17:11,33.8963,117.9331,61.54,27,100,7.72
380,Correntina,BR,2022-04-16 04:17:12,-13.3433,-44.6367,73.74,80,100,0.51
381,Kushiro,JP,2022-04-16 04:17:12,42.975,144.3747,52.75,32,75,12.66
382,Quatre Cocos,MU,2022-04-16 04:13:53,-20.2078,57.7625,76.08,77,92,21.23
383,Chapais,CA,2022-04-16 04:13:51,49.7834,-74.8492,29.98,97,100,8.19
384,Tonantins,BR,2022-04-16 04:17:13,-2.8731,-67.8022,72.81,99,98,2.06
385,Shorapur,IN,2022-04-16 04:17:13,16.5167,76.75,92.12,29,61,8.7
386,Riyadh,SA,2022-04-16 04:17:13,24.6877,46.7219,80.74,28,57,2.59
387,Ocara,BR,2022-04-16 04:17:14,-4.4908,-38.5967,72.14,95,40,1.77
388,Sobolevo,RU,2022-04-16 04:17:14,54.4299,31.8996,35.08,84,100,14.61
389,Coruripe,BR,2022-04-16 04:17:14,-10.1256,-36.1756,78.55,86,27,11.52
390,Bratsk,RU,2022-04-16 04:17:16,56.1325,101.6142,54.09,74,99,4.92
391,Tsumeb,NA,2022-04-16 04:17:16,-19.2333,17.7167,64.22,53,37,4.0
392,Aykhal,RU,2022-04-16 04:17:16,66.0,111.5,18.09,84,100,15.5
393,Lethem,GY,2022-04-16 04:17:17,3.3803,-59.7968,73.44,82,100,5.66
394,Rio Gallegos,AR,2022-04-16 04:17:17,-51.6226,-69.2181,41.05,87,0,10.36
395,Coihueco,CL,2022-04-16 04:16:55,-36.6167,-71.8333,50.74,82,100,8.05
396,Ulaanbaatar,MN,2022-04-16 04:16:24,47.9077,106.8832,46.53,29,20,11.18
397,Muros,ES,2022-04-16 04:17:17,42.7762,-9.0603,48.69,94,38,2.89
398,Iracoubo,GF,2022-04-16 04:17:18,5.4802,-53.2011,77.49,88,100,10.69
399,Tianpeng,CN,2022-04-16 04:17:18,30.9866,103.9393,54.07,80,100,0.63
400,Waipawa,NZ,2022-04-16 04:17:18,-41.4122,175.5153,60.96,64,0,11.21
401,Egvekinot,RU,2022-04-16 04:17:19,66.3167,-179.1667,15.96,85,100,12.62
402,Lyuban,BY,2022-04-16 04:17:19,52.7985,28.0048,37.72,94,100,13.67
403,Mnogovershinnyy,RU,2022-04-16 04:17:19,53.9353,139.9242,31.15,95,100,3.44
404,Kushima,JP,2022-04-16 04:17:20,31.4583,131.2333,66.9,44,95,7.23
405,Charapan,MX,2022-04-16 04:17:20,19.6667,-102.2333,55.87,44,100,3.13
406,Vila Franca Do Campo,PT,2022-04-16 04:17:20,37.7167,-25.4333,55.81,88,17,3.06
407,Boddam,GB,2022-04-16 04:17:21,57.4667,-1.7833,46.78,93,100,19.28
408,Namibe,AO,2022-04-16 04:17:21,-15.1961,12.1522,70.99,79,71,3.98
409,Narsaq,GL,2022-04-16 04:17:21,60.9167,-46.05,30.42,76,61,2.75
410,Mlimba,TZ,2022-04-16 04:17:22,-8.8,35.8167,70.75,97,100,1.61
411,Thinadhoo,MV,2022-04-16 04:18:09,0.5333,72.9333,82.69,72,40,3.44
412,Galveston,US,2022-04-16 04:18:22,29.3669,-94.9669,76.17,93,100,12.66
413,Taoudenni,ML,2022-04-16 04:18:22,22.6783,-3.9836,72.36,21,0,11.27
414,Namuac,PH,2022-04-16 04:18:23,18.6109,121.1657,79.52,78,86,11.56
415,Vangaindrano,MG,2022-04-16 04:18:23,-23.35,47.6,75.25,89,87,4.07
416,Campbellsville,US,2022-04-16 04:18:23,37.3434,-85.3419,57.94,57,100,5.01
417,Tandalti,SD,2022-04-16 04:17:18,13.0167,31.8667,79.84,28,99,9.95
418,Bowen,AU,2022-04-16 04:16:09,-20.0167,148.2333,79.09,64,17,17.9
419,Jiazi,CN,2022-04-16 04:18:24,22.8779,116.067,68.32,63,65,22.82
420,Bloemfontein,ZA,2022-04-16 04:18:24,-29.1211,26.214,54.88,88,100,11.5
421,Jasper,US,2022-04-16 04:18:25,37.2001,-94.3502,58.68,76,20,6.91
422,Dingle,PH,2022-04-16 04:16:59,10.9995,122.6711,85.86,68,34,5.19
423,Nador,MA,2022-04-16 04:18:25,35.174,-2.9287,55.65,67,0,3.44
424,Cruz Alta,BR,2022-04-16 04:14:18,-28.6386,-53.6064,49.87,92,0,7.34
425,Panshi,CN,2022-04-16 04:18:25,42.9422,126.0561,59.9,23,0,15.5
426,Dongsheng,CN,2022-04-16 04:18:26,39.8161,109.9776,50.25,29,33,9.35
427,Naze,JP,2022-04-16 04:15:51,28.3667,129.4833,68.92,56,23,19.33
428,Lensk,RU,2022-04-16 04:18:26,60.7253,114.9278,28.69,70,93,6.29
429,Minas,UY,2022-04-16 04:18:27,-34.3759,-55.2377,52.61,92,0,7.02
430,Salo,IT,2022-04-16 04:18:27,45.6086,10.531,55.99,79,41,4.72
431,Berlevag,NO,2022-04-16 04:18:27,70.8578,29.0864,37.2,92,100,18.54
432,Saint Anthony,US,2022-04-16 04:17:51,45.0205,-93.218,29.25,66,100,19.57
433,Marquette,US,2022-04-16 04:18:28,46.5333,-87.6335,26.04,55,43,10.67
434,Boca Do Acre,BR,2022-04-16 04:18:28,-8.7522,-67.3978,74.79,87,73,0.89
435,Viedma,AR,2022-04-16 04:18:28,-40.8135,-62.9967,61.74,52,3,14.54
436,Zhangjiakou,CN,2022-04-16 04:17:42,40.81,114.8794,57.78,10,0,5.97
437,Byron Bay,AU,2022-04-16 04:17:59,-28.65,153.6167,67.95,81,89,12.97
438,Praia,CV,2022-04-16 04:18:29,14.9215,-23.5087,70.34,68,75,11.5
439,Bagotville,AU,2022-04-16 04:18:29,-28.9833,153.4167,67.86,94,93,11.59
440,Yokadouma,CM,2022-04-16 04:18:30,3.5167,15.05,68.05,99,65,0.76
441,Ajaccio,FR,2022-04-16 04:18:30,42.0,8.9167,46.45,87,0,4.61
442,Telimele,GN,2022-04-16 04:18:30,10.9167,-13.3333,65.95,82,6,1.25
443,Kipini,KE,2022-04-16 04:18:31,-2.5257,40.5262,79.09,79,100,10.85
444,Porto Velho,BR,2022-04-16 04:18:31,-8.7619,-63.9039,75.25,94,40,0.0
445,Simav,TR,2022-04-16 04:18:31,39.0882,28.9777,49.77,60,93,3.09
446,Segou,ML,2022-04-16 04:18:31,13.4317,-6.2157,88.09,36,98,8.41
447,Henties Bay,NA,2022-04-16 04:18:32,-22.116,14.2845,58.26,89,0,5.3
448,Otradnoye,RU,2022-04-16 04:18:32,59.7775,30.8181,36.03,89,53,9.93
449,Tolaga Bay,NZ,2022-04-16 04:18:32,-38.3667,178.3,67.08,62,25,2.01
450,Campiglia Marittima,IT,2022-04-16 04:18:33,43.0602,10.6152,59.31,53,1,4.07
451,Dharchula,IN,2022-04-16 04:18:33,29.85,80.5333,79.16,18,0,5.66
452,Mantua,IT,2022-04-16 04:18:33,45.1667,10.7833,54.64,79,14,1.95
453,Oropesa,PE,2022-04-16 04:18:34,-13.5928,-71.7719,48.06,81,20,4.61
454,Pasighat,IN,2022-04-16 04:18:34,28.0667,95.3333,78.12,70,97,1.97
455,Harlingen,US,2022-04-16 04:15:42,26.1906,-97.6961,76.95,93,100,11.5
456,Akdepe,TM,2022-04-16 04:18:34,42.0551,59.3788,59.09,39,82,14.74
457,Sitka,US,2022-04-16 04:18:35,57.0531,-135.33,44.49,61,75,12.66
458,Bageshwar,IN,2022-04-16 04:18:35,29.85,79.7667,81.21,18,0,2.8
459,Tual,ID,2022-04-16 04:19:35,-5.6667,132.75,84.22,73,99,8.21
460,Cairns,AU,2022-04-16 04:16:23,-16.9167,145.7667,87.06,59,40,17.27
461,Boppard,DE,2022-04-16 04:19:36,50.2308,7.5899,51.03,83,49,2.66
462,Vihari,PK,2022-04-16 04:19:36,30.0333,72.35,96.33,13,0,8.79
463,Juneau,US,2022-04-16 04:19:36,58.3019,-134.4197,42.8,83,20,4.61
464,Mehamn,NO,2022-04-16 04:19:37,71.0357,27.8492,35.51,86,100,19.01
465,Santa Rosa,PH,2022-04-16 04:16:39,14.3122,121.1114,90.09,63,26,7.58
466,Pangnirtung,CA,2022-04-16 04:19:37,66.1451,-65.7125,-4.95,86,4,6.71
467,Carcassonne,FR,2022-04-16 04:19:38,43.25,2.1667,60.22,93,0,11.5
468,Galle,LK,2022-04-16 04:19:38,6.0367,80.217,85.35,70,40,4.99
469,Panaba,MX,2022-04-16 04:19:38,21.2833,-88.2667,76.89,72,19,9.33
470,Salinopolis,BR,2022-04-16 04:19:39,-0.6136,-47.3561,78.31,86,100,7.11
471,Solnechnyy,RU,2022-04-16 04:19:39,50.7214,136.6319,39.42,78,100,4.23
472,Bara,NG,2022-04-16 04:19:39,10.3744,10.7288,79.84,60,63,5.5
473,Pleshanovo,RU,2022-04-16 04:19:40,52.8333,53.4833,38.44,75,36,10.31
474,Sarangani,PH,2022-04-16 04:19:40,5.4033,125.4636,82.24,73,97,1.5
475,Zanjan,IR,2022-04-16 04:19:40,36.6736,48.4787,42.49,70,0,6.91
476,Lukaya,UG,2022-04-16 04:19:40,-0.1489,31.8748,63.46,95,100,4.21
477,Tsabong,BW,2022-04-16 04:19:41,-26.0217,22.401,67.06,48,98,5.95
478,Coromandel,BR,2022-04-16 04:19:41,-18.4733,-47.2003,59.97,94,0,4.12
479,Mao,ES,2022-04-16 04:19:41,39.8885,4.2658,50.56,87,0,4.61
480,Snasa,NO,2022-04-16 04:19:42,64.2457,12.3778,30.56,92,95,3.65
481,Camapua,BR,2022-04-16 04:19:42,-19.5314,-54.0439,64.09,84,0,5.28
482,Saint-Pierre,RE,2022-04-16 04:19:05,-21.3393,55.4781,78.48,72,0,8.05
483,Cockburn Town,TC,2022-04-16 04:19:42,21.4612,-71.1419,77.11,80,82,24.02
484,Rocha,UY,2022-04-16 04:19:43,-34.4833,-54.3333,53.89,85,3,1.21
485,High Rock,BS,2022-04-16 04:19:43,26.6208,-78.2833,69.82,76,31,16.91
486,Maxixe,MZ,2022-04-16 04:19:43,-23.8597,35.3472,72.28,95,88,9.31
487,Belyy Yar,RU,2022-04-16 04:19:44,53.6039,91.3903,57.09,28,0,2.24
488,Bambanglipuro,ID,2022-04-16 04:19:44,-7.95,110.2833,86.76,66,81,5.39
489,Erenhot,CN,2022-04-16 04:19:44,43.6475,111.9767,51.85,17,6,8.48
490,Sohbatpur,PK,2022-04-16 04:19:45,28.5202,68.5434,97.23,3,1,10.71
491,Rovaniemi,FI,2022-04-16 04:19:45,66.5,25.7167,31.41,59,0,3.44
492,Consolacion Del Sur,CU,2022-04-16 04:19:46,22.5047,-83.5136,71.73,93,3,5.17
493,Georgiyevka,KZ,2022-04-16 04:19:46,43.0369,74.7114,68.04,42,0,8.95
494,Sorong,ID,2022-04-16 04:19:46,-0.8833,131.25,85.66,69,75,13.53
495,De Aar,ZA,2022-04-16 04:19:46,-30.6497,24.0123,46.54,79,29,19.77
496,Ferme-Neuve,CA,2022-04-16 04:19:47,46.7001,-75.4493,31.98,67,67,10.47
497,Sunrise Manor,US,2022-04-16 04:19:47,36.2111,-115.0731,74.39,19,0,8.05
498,Rio Grande,BR,2022-04-16 04:16:09,-32.035,-52.0986,65.08,59,70,11.01
499,Verkhnevilyuysk,RU,2022-04-16 04:19:47,63.4453,120.3167,24.76,76,99,6.85
500,Sabla,NG,2022-04-16 04:19:48,12.7525,4.7077,81.28,57,100,5.99
501,Guerrero Negro,MX,2022-04-16 04:17:37,27.9769,-114.0611,59.38,81,92,14.43
502,Whyalla,AU,2022-04-16 04:19:48,-33.0333,137.5833,84.09,39,0,8.05
503,Uryupinsk,RU,2022-04-16 04:19:48,50.8047,42.0138,46.62,74,90,7.29
504,Portsmouth,GB,2022-04-16 04:17:43,50.799,-1.0913,49.71,92,0,1.01
505,Alvorada,BR,2022-04-16 04:17:18,-12.48,-49.1247,71.96,94,98,1.99
506,Killybegs,IE,2022-04-16 04:20:49,54.6333,-8.45,47.34,85,100,7.43
507,Fairbanks,US,2022-04-16 04:18:26,64.8378,-147.7164,30.54,41,0,14.97
508,Saint-Francois,FR,2022-04-16 04:20:49,46.4154,3.9054,45.41,100,36,2.3
509,Rodniki,RU,2022-04-16 04:20:50,57.1051,41.7305,33.01,78,100,9.86
510,Chernyshevsk,RU,2022-04-16 04:20:50,52.5243,117.0174,44.31,22,100,12.3
511,Tarnow,PL,2022-04-16 04:20:50,50.0138,20.987,45.05,96,98,9.78
512,Vila,PT,2022-04-16 04:20:51,42.0304,-8.1588,43.68,90,35,1.99
513,Constantine,DZ,2022-04-16 04:20:51,36.365,6.6147,49.41,87,75,4.61
514,Denpasar,ID,2022-04-16 04:20:29,-8.65,115.2167,87.46,84,20,6.91
515,Phan Thiet,VN,2022-04-16 04:20:51,10.9333,108.1,82.87,75,100,4.81
516,Abu Kamal,SY,2022-04-16 04:20:52,34.4506,40.9171,61.79,28,0,6.71
517,Bubaque,GW,2022-04-16 04:20:52,11.2833,-15.8333,74.44,70,9,12.01
518,Wajima,JP,2022-04-16 04:20:52,37.4,136.9,56.08,50,40,10.36
519,Coihaique,CL,2022-04-16 04:20:53,-45.5752,-72.0662,50.61,76,0,3.44
520,Ano Mera,GR,2022-04-16 04:20:53,37.45,25.4,59.65,76,99,9.71
521,Flinders,AU,2022-04-16 04:20:53,-34.5833,150.8552,73.26,66,52,4.83
522,Bilma,NE,2022-04-16 04:20:53,18.6853,12.9164,81.48,6,96,9.53
523,Nantucket,US,2022-04-16 04:20:54,41.2835,-70.0995,51.85,77,0,14.97
524,Cam Ranh,VN,2022-04-16 04:19:07,11.9214,109.1591,85.96,70,40,9.22
525,Novosheshminsk,RU,2022-04-16 04:20:54,55.0651,51.2338,32.54,76,100,10.4
526,Yeppoon,AU,2022-04-16 04:20:54,-23.1333,150.7333,82.18,57,10,11.99
527,Kendari,ID,2022-04-16 04:20:55,-3.945,122.4989,89.58,59,71,2.28
528,Manta,EC,2022-04-16 04:18:45,-0.95,-80.7333,76.78,83,75,5.75
529,Flin Flon,CA,2022-04-16 04:20:55,54.7682,-101.865,18.05,92,100,4.68
530,Avera,US,2022-04-16 04:16:27,33.194,-82.5271,62.65,77,20,8.08
531,Port Macquarie,AU,2022-04-16 04:20:55,-31.4333,152.9167,71.89,56,100,8.48
532,Dasoguz,TM,2022-04-16 04:20:56,41.8363,59.9666,58.95,58,0,13.8
533,Aksha,RU,2022-04-16 04:20:56,50.2814,113.2867,46.24,46,100,15.37
534,Labuhan,ID,2022-04-16 04:20:56,-6.8844,112.2051,88.07,60,95,0.43
535,Mackenzie,CA,2022-04-16 04:20:57,55.2999,-123.1698,30.42,55,0,3.44
536,Vianopolis,BR,2022-04-16 04:20:57,-16.7419,-48.5164,62.06,94,5,4.9
537,Komsomolskiy,UZ,2022-04-16 04:20:57,40.4272,71.7189,72.32,28,7,2.3
538,Yermakovskoye,RU,2022-04-16 04:20:58,53.2831,92.4003,51.03,45,96,3.06
539,Gazli,UZ,2022-04-16 04:20:58,40.1333,63.45,72.21,36,100,21.74
540,George Town,MY,2022-04-16 04:20:58,5.4112,100.3354,89.53,73,20,5.75
541,Togur,RU,2022-04-16 04:20:59,58.3631,82.8265,48.7,78,84,10.07
542,Batemans Bay,AU,2022-04-16 04:20:59,-35.7167,150.1833,73.09,55,87,5.44
543,Reus,ES,2022-04-16 04:20:59,41.1561,1.1069,58.87,82,0,4.61
544,Lavumisa,SZ,2022-04-16 04:21:00,-27.31,31.892,67.14,74,100,10.94
545,Sioux Lookout,CA,2022-04-16 04:21:00,50.1001,-91.917,17.67,86,100,8.05
546,Lingao,CN,2022-04-16 04:21:00,19.9103,109.6859,84.78,62,57,13.18
547,Conde,BR,2022-04-16 04:21:00,-7.2597,-34.9075,76.46,94,40,3.44
548,Oskaloosa,US,2022-04-16 04:21:01,41.2964,-92.6444,39.52,52,0,0.0
549,Prieska,ZA,2022-04-16 04:21:01,-29.6641,22.7474,51.91,74,45,16.33
550,Bandarbeyla,SO,2022-04-16 04:22:02,9.4942,50.8122,84.11,65,68,7.0
551,Quesnel,CA,2022-04-16 04:22:02,52.9999,-122.5029,28.9,50,0,0.0
552,Sorland,NO,2022-04-16 04:22:02,67.667,12.6934,41.99,94,100,27.18
553,Plettenberg Bay,ZA,2022-04-16 04:22:03,-34.0527,23.3716,57.4,78,96,6.35
554,Zlobin,HR,2022-04-16 04:22:03,45.2924,14.6541,52.9,67,0,3.44
555,Lac Du Bonnet,CA,2022-04-16 04:22:03,50.2536,-96.0612,19.62,95,100,8.81
556,Nome,US,2022-04-16 04:18:21,64.5011,-165.4064,33.87,80,100,21.85
557,Lixourion,GR,2022-04-16 04:22:04,38.2019,20.4314,60.98,61,100,2.15
558,Sheridan,US,2022-04-16 04:22:04,44.8333,-106.9173,22.69,71,100,3.44
559,Broome,US,2022-04-16 04:22:04,42.2506,-75.833,57.58,30,75,14.97
560,Port Lincoln,AU,2022-04-16 04:22:05,-34.7333,135.8667,74.35,55,6,9.69
561,Bria,CF,2022-04-16 04:22:05,6.5423,21.9863,69.44,96,73,3.8
562,Mezen,RU,2022-04-16 04:22:05,65.8522,44.24,27.75,86,99,5.97
563,Asfi,MA,2022-04-16 04:22:06,32.2994,-9.2372,62.78,73,8,14.85
